Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords
IEEE,conferencePaper,2023,Message from the DSCI 2023 Steering Chairs,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,Message from the SmartCNS 2023 Steering Chairs,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,TrustCom 2023 Organizing and Program Committees,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,BigDataSE 2023 Organizing and Program Committees,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,CSE 2023 Organizing and Program Committees,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,EUC 2023 Organizing and Program Committees,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,iSCI 2023 Organizing and Program Committees,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,,
IEEE,conferencePaper,2023,Representation-enhanced APT Detection Using Contrastive Learning,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Advanced Persistent Threats (APTs) are low-and-slow attack patterns and difficult to detect due to their strong concealment. Recently, provenance-based method demonstrates promising prospect in APT detection. However, existing approaches suffer from following several limitations. First, rule-based models heavily rely on domain-specific knowledges and sophisticated matching mechanism from rules to system logs. Second, current anomaly-based techniques require attack-free data to train model and hard to acquire fine-grained detection results to locate attack events. An important reason for undermining the detection capacity of model is the notorious dependency explosion problem and data imbalance problem. Both of problems make the vector representations of benign events and attack events similar, therefore, the model can not differentiate them well. In this paper, we propose DeepDist, which can enhance the entity vector representation by contrastive learning. In this way, we force the projection of benign and attack entities into different feature regions to improve the detection ability of the model. Then we correlate these detected entities to constitute attack events. During our evaluation against thirteen real APT attack scenarios of two datasets, DeepDist shows the detection results with high accuracy.",APT detection;provenance graph;contrastive learning
IEEE,conferencePaper,2023,APM: An Attack Path-based Method for APT Attack Detection on Few-Shot Learning,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Advanced persistent threat (APT) attack leverages various intelligence-gathering techniques to obtain sensitive and critical information, imposing increasing threats to modern software enterprises. However, due to the persistent presence of APT attacks, it is difficult to effectively analyze a large amount of audit data for detecting such attacks, especially for small and medium-sized enterprises (SMEs). This limitation hinders security operation centers (SOC) from promptly handling APT attacks. In this paper, we propose an attack path-based method (APM) for APT attack detection on few-shot learning. Specifically, APM first identifies candidate malicious entities from the provenance graph, contributing to the completion of the missing attack paths. Secondly, we propose a systematic method to exploit potential attack behaviors in the attack path based on the identified candidate malicious entities. We evaluate APM through five APT attacks in realistic environments. Compared to existing baselines, the precision, recall, and F1-score of APM for attack detection increased by 0.28%, 1.64%, and 1.13%, respectively. The results show that our proposal can outperform baseline approaches and effectively detect APT attacks based on few-shot learning.",attack detection;attack path;provenance graph;few-shot learning
IEEE,conferencePaper,2023,Class-Targeted Poisoning Attacks against DNNs,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"In recent years, the emergence of targeted cleanlabel poisoning attacks, which maliciously influence the training data without controlling over the labeling process to manipulate the behavior of the predictive model, is shown to be crucial threats to compromise deep learning systems. Prior targeted clean-label poisoning attacks have been demonstrated to target only one sample at a time, which is not always applicable in restricted real-world situations. In this paper, we explore targeted clean-label poisoning attacks on a per-class basis, which refers to misclassify samples from a victim class to the desired class while maintaining the classification accuracy of samples on other classes in multi-class classification tasks. To achieve this, we present the first class-targeted clean-label poisoning attack, called CTCL, which firsts craft clean label poisons along with multiple directions in the target feature space and enhance the attacking capability of poisons by reducing their the feature information of the target class. We illustrate the effectiveness of the proposed CTCL on various deep neural network models. The experiment results demonstrate that our attack is effective, with the attacking success rate over 80% compared to the other two baseline attacks on average, while the detection accuracy of state-of-the-art defenses is lower than 65% illustrating that CTCL can escape the detection of existing defenses readily.",Poisoning attack;class-targeted attack;clean-label attack;deep neural networks;transfer learning
IEEE,conferencePaper,2023,EzBoost: Fast And Secure Vertical Federated Tree Boosting Framework via EzPC,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Federated learning (FL) has emerged as a prominent methodology for collaboratively training machine learning models among multiple participants while alleviating data privacy leakage through data localization. However, recent studies have shown that the transferred intermediate parameters still contain sensitive information that needs to be further protected. More-over, real-world institutions often possess diverse data attributes, necessitating the adoption of Vertical Federated Learning (VFL) for cooperative learning tasks. Existing researches in VFL have proposed some frameworks with privacy-preservation functionality, yet they suffer from high participant overhead or low model accuracy, etc. To address these challenges, in this paper, we propose EzBoost, a fast and secure vertical federated tree boosting framework built upon XGBoost. Specifically, we leverages the efficient Secure Multi-party Computation (MPC) framework, EzPC, to facilitate the design and implementation of EzBoost. By carefully designing our framework with two non-collusive servers for secure two-party computation, EzBoost significantly accelerates the runtime of model training and querying at most 20Ã—, and reduces the participant overheads at most 300Ã—. In addition, we identify a potential privacy leakage problem in recent researches and propose a more robust solution for addressing it. Through comprehensive security analysis and comparative experiments with existing approaches, we demonstrate that EzBoost achieves stronger privacy-preservation, higher accuracy and higher efficiency simultaneously.",Vertical federated learning;Privacy-preserving;Tree boosting;Efficiency;Dual-servers
IEEE,conferencePaper,2023,Neighborhood Matching Entity Alignment Model for Vulnerability Knowledge Graphs,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Entity alignment aims to match identical entities in different knowledge graphs (KGs). In recent years, entity alignment methods for encyclopedic KGs have achieved significant effectiveness. However, the characteristics of KGs of some specific domains differs from encyclopedic KGs, so that encyclopedic entity alignment methods do not perform well in domain KGs. Vulnerability KGs are a typical type of domain KG characterized by a large number of entities and limited structural variations, but strong heterogeneity across different graphs. The neighborhood matching-based entity alignment methods are effective on vulnerability KGs. However, previous neighborhood matching methods have primarily focused on aligning neighborhoods where both entities and relations are aligned simultaneously, neglecting the neighborhoods where only entities are aligned. Vulnerability KGs typically contain a large number of entities but have a limited types of relations. As a result, each relation often connects a significant number of entities. Incorrect matching of relations can potentially result in incorrect matching of all connected entities, leading to severe error propagation.In this paper, we propose a neighborhood matching based method VNM, for entity alignment in vulnerability KGs. VNM considers two layers of neighborhood, that is, the neighborhood that entities and relations both align and the neighborhood that only entities align. Our method not only mitigates the error propagation caused by incorrect relation matching but also leverages richer neighborhood information. Additionally, inspired by the phenomenon of semantic translation in word embeddings, we introduce a regularizer for semantic embedding of one-to-many and many-to-one relations in vulnerability KGs. Experimental results on four real-world vulnerability datasets demonstrate that our method outperforms existing methods in terms of performance.",vulnerability knowledge graph;entity alignment;neighborhood matching
IEEE,conferencePaper,2023,The Dynamic Paradox: How Layer-skipping DNNs Amplify Cache Side-Channel Leakages,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Traditional neural networks are static: their network structure and parameters remain fixed regardless of the input samples after the networks are trained. In contrast, dynamic neural networks are capable of dynamically adapting their structures and parameters when processing different input samples, e.g., with early exiting and layer skipping, to achieve more efficient use of resources and more effective feature representation. These capabilities make dynamic neural networks a promising area of development for deep learning, with the potential to improve both the efficiency and effectiveness of neural network models.Previous research has demonstrated that the search space of static neural network structures can be significantly reduced by analyzing cache access traces. To date, the side channel risks associated with dynamic neural networks remain unexplored. In this paper, we present the first study on the side-channel leakages of dynamic neural networks which are used to infer the network structure. We conduct both theoretical and experimental validation on a typical dynamic Layer-skipping DNNs structure, SkipNet, and show that the adaptive nature of dynamic DNNs leads to greater side-channel information leakage compared to traditional neural network structures. Specifically, our findings reveal that the network structure space of dynamic DNNs can be significantly reduced, from 36608057 Ã— 212 Ã— (264 âˆ’ 1)2 to 11286.",Deep Neural Network;Hyper-parameters Stealing Attack;Cache Side-channel Attack
IEEE,conferencePaper,2023,Advanced Machine-Learning Technologies for Coronary Artery Disease Prediction Using Heterogeneous Data,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Epidemiological studies have played an important role in explaining the risk factors associated with cardiovascular diseases (CVD) and identifying opportunities for prevention. Early CVD intervention can prevent the progression of these diseases and effectively lower the mortality rate. In particular, using coronary artery calcium (CAC) scores has been proven to enhance the prediction of coronary heart disease events. Thus, the early prediction of high-risk CAC allows individuals to prevent coronary heart disease (CHD) from progressing to extreme symptoms and illnesses. The process of identifying and using various predictors to predict CAC has received increasing attention, which has helped clinicians and patients make informed decisions. In this discipline, traditional methods rely on statistical approaches to calculate the effects of clinical and demographic factors on CAC score prediction, enabling the identification of relevant features. However, with the advancement of machine learning (ML) techniques, it is now possible to train CAC models that offer highly accurate and stable predictions. This research investigates the application of non-parametric methods to identify and present non-linear relationships within cardiovascular disease datasets derived from the King Faisal Specialist Hospital and Research Centre in Saudi Arabia, without assuming normal distributions. Furthermore, we will focus on efficient feature extraction to handle the dataset effectively. Additionally, we will explore the utility of regularised regression for predicting CAC scores.",cardiovascular diseases;coronary artery calcium;machine learning;correlation analysis;feature selection;feature extraction
IEEE,conferencePaper,2023,Learning in the Dark: Privacy-Preserving Machine Learning using Function Approximation,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Over the past few years, a tremendous growth of machine learning was brought about by a significant increase in adoption and implementation of cloud-based services. As a result, various solutions have been proposed in which the machine learning models run on a remote cloud provider and not locally on a userâ€™s machine. However, when such a model is deployed on an untrusted cloud provider, it is of vital importance that the usersâ€™ privacy is preserved. To this end, we propose Learning in the Dark â€“ a hybrid machine learning model in which the training phase occurs in plaintext data, but the classification of the usersâ€™ inputs is performed directly on homomorphically encrypted ciphertexts. To make our construction compatible with homomorphic encryption, we approximate the ReLU and Sigmoid activation functions using low-degree Chebyshev polynomials. This allowed us to build Learning in the Dark â€“ a privacy-preserving machine learning model that can classify encrypted images with high accuracy. Learning in the Dark preserves usersâ€™ privacy since it is capable of performing high accuracy predictions by performing computations directly on encrypted data. In addition to that, the output of Learning in the Dark is generated in a blind and therefore privacy-preserving way by utilizing the properties of homomorphic encryption.",Activation Function;Homomorphic Encryption;Neural Networks;Polynomial Approximation;Privacy
IEEE,conferencePaper,2023,Undermining License Plate Recognition: A Data Poisoning Attack,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"With the development of computer vision, License Plate Recognition (LPR) systems are widely employed in various applications, including traffic management and intelligent transportation. However, recent studies have shown that these systems are vulnerable to adversarial attacks, which significantly undermine their accuracy and reliability. Existing works typically fall into evasion attacks and model poisoning attacks, which often lack feasibility and stealthiness. In contrast, data poisoning attacks have the advantage of being more practical and effective in real-world scenarios. In this paper, we propose a novel data poisoning attack against LPR systems, which leverages gradient matching to generate poison samples that can mislead the recognition module of the systems. Notably, we focus on a challenging scenario, where we control only a small fraction of training data and attack a model trained from scratch without being perceptible. Moreover, we conduct experiments to validate our attack on the benchmark dataset CCPD2019 and demonstrate that our attack achieved outstanding performance by manipulating only 1% of the training data with perturbations less than 8 pixels in â„“âˆž-norm. Our work highlights the potential vulnerabilities of LPR systems and encourages research into more trustworthy systems.",data poisoning attack;license plate recognition;gradient matching
IEEE,conferencePaper,2023,Reducing Model Memorization to Mitigate Membership Inference Attacks,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Given a machine learning model and a record, membership inference attacks determine whether this record was used as part of the modelâ€™s training dataset. This can raise privacy issues. There is a desideratum to provide robust mitigation techniques against this attack that will not affect utility. One of the state-of-the-art frameworks in this area is SELENA, which has two phases: Split-AI and Self-Distillation to train a protected model. In this paper, we introduce a novel approach to the Split-AI phase, which tries to weaken the membership inference by using the Jacobian matrix norm and entropy. We experimentally demonstrate that our approach can decrease the memorization of the machine-learning model for three datasets: Purchase100, CIFAR-10, and SVHN, more than SELENA in the same range of utility in a setting in which we do not know any member of the training data.",Machine Learning;Membership Inference Attacks;Privacy-Preserving Machine Learning;Knowledge Transfer;Jacobian Matrix;Entropy
IEEE,conferencePaper,2023,Towards Dynamic Backdoor Attacks against LiDAR Semantic Segmentation in Autonomous Driving,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"LiDAR perception is widely deployed in high-level autonomous vehicles (AVs) to gain accurate information about the driving environment, where 3D semantic segmentation plays a critical role as it can provide more fine-grained scene understanding than other tasks. The mainstream LiDAR perception systems mainly adopt deep neural networks (DNNs) to achieve good performance. However, densely annotating LiDAR point clouds and training complex LiDAR segmentation models are time-consuming and resource-intensive. It is common for ordinary self-driving developers to outsource the data annotation or model training task to third-party platforms, which could inevitably expose a natural attack injection point. In this paper, we propose BadLiSeg, the first work to investigate backdoor attacks against LiDAR semantic segmentation. Specifically, we present a general attack strategy based on which the attacker can inject a dynamic backdoor into the victim model by constructing a trigger pattern pool and a location pool. Afterward, the attacker can choose a common physical object (e.g., drone and traffic sign) as the trigger and place it around an arbitrary location in a selected area to easily fool the backdoored LiDAR segmentation model. Our extensive experiments on five representative segmentation models and one public dataset demonstrate that BadLiSeg can not only achieve a high attack success rate but also maintain the normal segmentation performance of the backdoored model. We further show the effectiveness of BadLiSeg on some practical attack scenarios collected from a high-fidelity simulator.",backdoor attack;LiDAR semantic segmentation
IEEE,conferencePaper,2023,BadLiDet: A Simple Backdoor Attack against LiDAR Object Detection in Autonomous Driving,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Autonomous vehicles (AVs) widely deploy LiDAR-based 3D object detection to accurately perceive and understand the surrounding environment. The mainstream LiDAR detection systems primarily adopt deep neural networks (DNNs) to achieve satisfactory performance. However, annotating large amounts of LiDAR data and training complex LiDAR detection models are time-consuming and resource-intensive. A common practice for some individual developers and self-driving companies is to outsource data annotation or model training tasks to third-party platforms, which could expose a natural attack injection point. In this paper, we propose BadLiDet, a simple yet effective backdoor attack against LiDAR object detection in autonomous driving. Specifically, we present a model-agnostic attack strategy that enables an attacker to inject a shape-independent backdoor into the victim model by poisoning its training data. Afterward, the attacker can choose an ordinary object in different shapes as the trigger and place it around a specific location to easily deceive the LiDAR detection system. Our extensive experiments on five representative models and a public dataset demonstrate that BadLiDet can achieve a high attack success rate while preserving the utility of victim models. We further show the effectiveness of BadLiDet on the continuous attack scenario collected from a high-fidelity simulator. Moreover, the end-to-end simulation evaluation on an open-source self-driving platform shows that BadLiDet can cause a 100% vehicle collision rate.",backdoor attack;LiDAR object detection
IEEE,conferencePaper,2023,Safety or Not? A Comparative Study for Deep Learning Apps on Smartphones,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Recent years have witnessed an astonishing explosion in the evolution of mobile applications powered by deep learning (DL) technologies. Considering that inference of DL models in the cloud requires transferring user data to server, which is prone to the risk of user privacy leakage, many developers choose to deploy the models on local devices for executing the inference process. However, this also raises a number of other security issues, such as adversarial attacks, model stealing attacks, etc. To explore the security issues that exist in deep learning applications (DL apps), we conducted the first comprehensive comparative study of the top 200 apps in each category on Google Play. We built DLApplnspector, a vulnerability detection tool that combines dynamic and static analysis methods for dissecting apps, which helped us automate our empirical study on real-world mobile DL apps. First, we identify DL apps and extract their models by using DL Checker. Subsequently, Static Scoper is provided to detect encryption and reusability of DL models. Finally, within Dynamic Scoper, we use reverse engineering techniques on the network traffic to parse out the packets and collect side-channel information during application runtime. Our research shows that the majority of developers prefer to use open-source models, with almost 92% of models successfully parsed. This suggests that most models are unprotected. DL apps are more likely to upload user behaviour and collect private data than Non-DL apps. We provide security recommendations for developers and users to address the issues discovered.",Mobile Security;On-device Model;DL Applications;Privacy;Android
IEEE,conferencePaper,2023,Big Data Assisted Object Detection with Privacy Protection,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"The issues of privacy and bias in datasets are rapidly becoming important challenges that the computer vision field needs to address. So far, there has been little attention paid to solutions for protecting the privacy of new datasets. In our work, we explored a object detection solution on the WIDER FACE dataset by anonymizing the dataset using face synthesis and enhancing the WIDER FACE dataset by balancing facial features along the dimensions of gender and skin color. Using both the original dataset and our enhanced dataset to train the target detection model, our target detection results show that our model can maintain detection performance while preserving privacy and partially balancing bias.",Face Detection;Privacy Protection;Machine Vision
IEEE,conferencePaper,2023,FINDER: A Simple and Effective Defender against Unnoticeable Graph Injection Attacks,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Graph Neural Networks (GNNs) have various applications in real-life scenarios. However, they are vulnerable to adversarial attacks, especially Graph Injection Attacks (GIAs). The flexible and high-risk GIAs pose a significant threat by injecting malicious nodes into the graph. Regrettably, defense strategies to resist GIAs are still scarce. The current defenders lack comprehensive strategies that can effectively resist a wide range of injection techniques. Particularly, when confronted with highly unnoticeable GIAs, the performance of these defenses is significantly diminished. In this paper, we propose a simple and effective GIA defense method named Faithful INjection DefendER (FINDER). FINDER evaluates the impact of the nodes on their neighbors in the context of message aggregation to identify the potential injected nodes in the graph. By blocking identified injected nodes from interacting with the benign nodes, FINDER prevents the further propagation of misinformation and the spread of adversarial influence throughout the graph. Through extensive experiments conducted on three benchmarks, FINDER demonstrates remarkable performance in accurately identifying injected nodes and defending various GIAs.",Graph Neural Networks;Adversarial Attacks;Robustness;Node Classification
IEEE,conferencePaper,2023,FlowBERT: An Encrypted Traffic Classification Model Based on Transformers Using Flow Sequence,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"With the widespread application of network traffic encryption, traffic identification has become increasingly critical. As the types of encryption protocols continue to grow, identifying encrypted traffic with limited training samples has become more challenging. In recent years, pre-training models have been extensively applied in natural language processing due to their ability to utilize a large amount of unlabeled data effectively. However, when applied to encrypted traffic identification, these methods lack sufficient information extraction from encrypted network traffic, resulting in the loss of some essential features and negatively impacting the recognition performance of such approaches. Therefore, we proposed an encrypted traffic classification model based on a Transformer named FlowBERT. In FlowBERT, the semantic features of the traffic can be learned from two dimensions: payload and packet length sequence in large-scale, unlabeled encrypted traffic scenarios. Length sequences are encoded to extract traffic sequence features efficiently, enabling the model to learn the contextual semantic relationships within the sequences. Simultaneously, the pre-training process is improved by balancing data samples, enhancing the performance of the pre-training model. We validated the performance of this method on both classic encrypted traffic classification datasets and the novel network protocol DoH dataset. We concluded that our approach demonstrates robustness and superior recognition performance compared to similar methods.",encrypted traffic classification;transformers;deep learning
IEEE,conferencePaper,2023,Fooling Object Detectors in the Physical World with Natural Adversarial Camouflage,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Recent research has brought to light the vulnerability of deep neural networks (DNNs) to adversarial examples. While several methods have been proposed for generating physical adversarial examples, they often suffer from a critical flaw -conspicuous and easily detectable patterns by humans, limiting their real-world effectiveness. To overcome this limitation, we introduce an innovative approach termed ""dual adversarial camouflage"" (DAC) that generates natural adversarial camouflage in the physical world. Our DAC method leverages natural styles to hide attacks effectively. The process involves a two-stage training process. In the first stage, we learn the style features from style images. Building on this, the second stage optimizes the camouflage obtained in the first stage by minimizing the target detection score, thus significantly enhancing the attack performance. Experiment results show that the adversarial camouflage generated by our method has high naturalness and can effectively deceive object detectors. In practical tests, the attack success rate of our adversarial camouflage in both the digital and physical worlds is impressive, achieving 96.9% and 80% respectively. This showcases the real-world potential and robustness of our DAC method in evading detection.",Adversarial Examples;Natural Style;Adversarial Camouflage;Object Detectors;Adversarial Attack
IEEE,conferencePaper,2023,"Too Noisy, or Not Too Noisy? A Private Training in Machine Learning","TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Ensuring privacy while outsourcing the training of machine learning (ML) models to cloud-based platforms is a critical concern. Although cryptographic solutions have been proposed, they often result in a substantial reduction in training accuracy and require modifications to the backend architecture. In this paper, we address the challenge of developing privacy-preserving techniques that offer adequate privacy without significantly impacting the accuracy of the ML model or the accuracy of the training process. We demonstrate that training private datasets on existing cloud-based platforms can be achieved with a high level of privacy and at a minimal cost in accuracy.",Privacy preservation;Deep neural networks;Machine learning;Differential privacy
IEEE,conferencePaper,2023,DFedXGB: An XGB Vertical Federated Learning Framework with Data Desensitization,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"The emergence of Vertical Federated Learning (VFL) addresses the issue of data isolation and enhances edge intelligence. However, the high computational costs pose a significant challenge when employing Homomorphic Encryption (HE) for privacy protection in VFL. To address this challenge, we present DFedXGB, a secure and reliable framework for Federated XGBoost (FedXGB). DFedXGB incorporates an innovative data desensitization scheme to safeguard raw data and model parameters against privacy disclosure. Furthermore, We also designed a secure aggregation algorithm based on XGBoost to mitigate server collusion. Theoretical analysis confirms the correctness of DFedXGB, and security analysis establishes its provable security. Experimental results on real datasets demonstrate that DFedXGB achieves lossless accuracy comparable to non-privacy-preserving centralized methods. Moreover, DFedXGB reduces computational costs by an average of 85% compared to SecureBoost.",Vertical federated learning;Privacy protection;XGBoost;De-identification;Internet of Things
IEEE,conferencePaper,2023,Impact of Aggregation Function Randomization against Model Poisoning in Federated Learning,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Federated learning has gained significant attention as a privacy-preserving approach for training machine learning models across decentralized devices. However, this distributed learning paradigm is susceptible to adversarial attacks, particularly model poisoning attacks, where adversaries inject malicious model updates to compromise the integrity of the global model. In this paper, we investigate the impact of randomness on model poisoning attacks in federated networks, where the server employs two aggregation rules, Krum and Trimmed Mean, randomly in each federated round. We present three distinct adversaries: one targeting Krum throughout the entire learning process, another targeting Trimmed Mean entirely, and a third adversary employing a randomized strategy between Krum and Trimmed Mean for each round. Our objective is to evaluate their performance in reducing the overall accuracy of the federated network. We propose novel techniques to craft poisoned models and explore the efficacy of these attacks by exploiting the aggregation rules. We evaluated our proposed methods on Fashion-MNIST dataset. The experiments reveal the robustness of the federated network against the proposed adversarial scenarios, contributing to a better understanding of the vulnerabilities and defenses in federated learning systems.",Federated Learning;Model Poisoning Attack;Krum Aggregation Function;Robustness;Randomization;Trimmed Mean aggregation
IEEE,conferencePaper,2023,FL-TIA: Novel Time Inference Attacks on Federated Learning,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Federated Learning (FL) is an emerging privacy-preserved distributed Machine Learning (ML) technique where multiple clients can contribute to training an ML model without sharing private data. Even though FL offers a certain level of privacy by design, recent works show that FL is vulnerable to numerous privacy attacks. One of the key features of FL is the continuous training of FL models over many cycles through time. Observing changes in FL models over time can lead to inferring information on changes to private and sensitive data used in the FL process. However, this potential leakage of private information is not yet investigated significantly. Therefore, this paper introduces a new form of inference-based privacy attacks called FL Time Inference Attacks (FL-TIA). These attacks can reveal private time-related properties such as the presence or absence of a sensitive feature over time and if it is periodical. We consider two forms of such FL-TIA: i.e. identifying changes in membership of target data records over training rounds and detecting significant events in clients over time by observing differences in FL models. We use the network Intrusion Detection System (IDS) as a use case to demonstrate the impact of our attack. We propose a continuous updating attack model method for membership variation detection by sustaining the accuracy of the attack. Furthermore, we provide an efficient detection method that can identify model changes using cosine similarity metric and one-shot mapping on shadow model training.",Federated Learning;Inference Attacks;Privacy;Intrusion Detection;Privacy Attack;Communication Networks
IEEE,conferencePaper,2023,Scalable Federated Learning for Fingerprint Recognition Algorithm,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"Fingerprint recognition technology is widely used in various terminal devices and serves as a powerful and effective method for authentication. Existing research relies on centralized training models based on datasets, overlooking the privacy and heterogeneity of the data itself, resulting in the leakage of user information and decreased recognition accuracy. In order to solve the problem of data security and privacy protection, this paper proposes a federated learning-based architecture called FedFR(Federated Learning-Fingerprint Recognition). The parameters from each endpoint are iteratively aggregated through federated learning to improve the performance of the global model under privacy constraints. Moreover, to solve the client-side unfairness issue in traditional federated learning caused by randomly selecting aggregation weights, a client selection method based on reservoir sampling is proposed, increasing the diversity of data distribution. Using the real-world databses, the effectiveness of FedFR is compared and analyzed through simulation experiments. The results show that FedFR exhibits good performance in terms of privacy protection levels, evaluation accuracy, and scalability. Distinct from traditional fingerprint recognition algorithms, FedFR improves the security and scalability of the model from the data source, providing a reference for the application of federated learning in biometric technology.",fingerprint recognition;federated learning;sparse representation;reservoir sampling;privacy protection
IEEE,conferencePaper,2023,FedRSM: Representational-Similarity-Based Secured Model Uploading for Federated Learning,"TrustCom - International Conference on Trust, Security and Privacy in Computing and Communications",B,"As a novel learning paradigm, Federated learning (FL) aims at protecting privacy by avoiding raw data shifting between distributed clients and central servers. However, recent researches demonstrate the vulnerability of FL against gradient-based privacy attacks, in which, gradients intercepted by malicious adversaries may result in data leakage. Current defense methods suffer from performance drops, low privacy guarantees, and high communication costs. Motivated by this, we propose FedRSM, a Representational-Similarity-Based Secured Model Uploading for Federated Learning. FedRSM splits Deep Neural Networks (DNNs) into layers, calculates Representational Dissimilarity Vector (RDV), measures the similarity between local RDV and global RDV of each model layer, and constructs secured local model to be uploaded based on Representational Consistency Alteration (RCA). According to the evaluation result, FedRSM can improve testing accuracy by up to 2%, significantly reduce communication costs, and avoid data leakage under different model complexities.",Federated Learning;Privacy Protection;Secured Model Uploading
