Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords
IEEE,conferencePaper,2023,Visually Analyzing Company-Wide Software Service Dependencies: An Industrial Case Study,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Managing dependencies between software services is a crucial task for any company operating cloud applications. Visualizations can help to understand and maintain these com-plex dependencies. In this paper, we present a force-directed service dependency visualization and filtering tool that has been developed and used within SAP. The tool's use cases include guiding service retirement as well as understanding service deployment landscapes and their relationship to the company's organizational structure. We report how we built and adapted the tool under strict time constraints to address the requirements of our users. We further share insights on how we enabled internal adoption. For us, starting with a minimal viable visualization and then quickly responding to user feedback was essential for convincing users of the tool's value. The final version of the tool enabled users to visually understand company-wide service consumption, supporting data-driven decision making.",
IEEE,conferencePaper,2023,Interactively Exploring API Changes and Versioning Consistency,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Application Programming Interfaces (APIs) evolve over time. As they change, they are expected to be versioned based on how changes might affect their clients. In this paper, we present two novel visualizations specifically designed to represent all structural changes and the level of adherence to semantic versioning practices over time. They can also serve for characterizing and comparing the evolution history of different Web APIs. The API Version Clockhelps to visualize the sequence of API changes over time and highlight inconsistencies between major, minor, or patch version changes and the corresponding introduced breaking or non-breaking changes applied to the API. The API Changesoverview aggregates all changes to an OpenAPI (OAS) description, highlighting the unstable vs. the stable elements of the API over its entire history. Both visualizations can be automatically created using the APIcTURE, a command-line and web-based tool that analyzes the histories of git code repositories containing OAS descriptions, extracting the necessary data for generating visualizations and computing metrics related to API evolution and versioning. The visualizations have been successfully applied to classify, compare, and interactively explore the multi-year evolution history of APIs with up to hundreds of individual commits. Video URL: https://youtu.be/WtFm6VvKi20",Web API Evolution;Semantic Versioning;Change Visualization;Sunburst Chart
IEEE,conferencePaper,2023,Visualizing Source Code as Comics Using Generative AI,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"The architecture and inner structure of software is often only implicitly available in the form of its source code and thus not tangible and intuitively easy to understand for non-programmers and laymen. Our goal is to create visualizations as automatically as possible, with which such people can neverthe-less understand the software or parts of the software and get a feel for the structure of the software and how its methods work. Especially for newcomers to software projects, for management or even for students and pupils, it can be helpful to get a non-technical insight into the software. We use the concept of visualizing information as comics to present aspects of the software as strikingly as possible, as comics are an effective way to present complex systems and interrelationships for certain target groups. For this purpose, we present a method to generate comics from source code. Our semi-automated process is based on generating a prompt for an LLM from source code, which in turn generates a prompt for a comic image generation using the text-to-image model Stable Diffusion. We show that generative AI methods can be used to rapidly generate human-compatible artistic representations from source code. However, further research is needed to validate the understandability of the results.",visualization;software visualization;comics;generative ai;stable diffusion
IEEE,conferencePaper,2023,$\mu$ PrintGen: Supporting Workflow Logs Analysis Through Visual Microprint,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"A microprint is a visualization that condenses the contents of a text file into a small space. This is done by using colored scaled -down characters or pixels to represent each character of the text. The colors aim to highlight information relevant to the user. We have created Î¼PrintGen, a framework for creating custom microprints by associating colors to rules that specify what is included or excluded from the line, with plain text or regular expressions. At the same time, the user can customize the look and structure of the created microprint for ease of use. We also created $\mu$ PrintVis, a website for viewing the created microprints that supports various navigation features, like zoom and search. Feedback from the Rust and Julia open-source communities shows that Î¼PrintGen lets users navigate through large log files, while easily highlighting reported errors. Two experts agree on the benefits of $\mu$ PrintGen, compared to pure textual-based searching features commonly offered by text editors. Video URL: https://youtu.beIlJIZHLQdXiO",Microprint;workflow analysis;pixel-based visualization
IEEE,conferencePaper,2023,"Collaborative, Code-Proximal Dynamic Software Visualization within Code Editors",VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Software visualizations are usually realized as standalone and isolated tools that use embedded code viewers within the visualization. In the context of program comprehension, only few approaches integrate visualizations into code editors, such as integrated development environments. This is surprising since professional developers consider reading source code as one of the most important ways to understand software, therefore spend a lot of time with code editors. In this paper, we introduce the design and proof-of-concept implementation for a software visualization approach that can be embedded into code editors. Our contribution differs from related work in that we use dynamic analysis of a software system's runtime behavior. Additionally, we incorporate distributed tracing. This enables developers to understand how, for example, the currently handled source code behaves as a fully deployed, distributed software system. Our visualization approach enhances common remote pair programming tools and is collaboratively usable by employing shared code cities. As a result, user interactions are synchronized between code editor and visualization, as well as broadcasted to collaborators. To the best of our knowledge, this is the first approach that combines code editors with collaboratively usable code cities. Therefore, we conducted a user study to collect first-time feedback regarding the perceived usefulness and perceived usability of our approach. We additionally collected logging information to provide more data regarding time spent in code cities that are embedded in code editors. Seven teams with two students each participated in that study. The results show that the majority of participants find our approach useful and would employ it for their own use. We provide each participant's video recording, raw results, and all steps to reproduce our experiment as supplementary package. Furthermore, a live demo of our tool is available online.11https.//code.explorviz.dev We invite other researchers to extend our open-source software.22https://github.com/ExplorViz Video URL: https://youtu.be/3qZVSehnEug",software visualization;dynamic analysis;program comprehension;pair programming;integrated development environment
IEEE,conferencePaper,2023,Problems in Microservice Development: Supporting Visualisation,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"In microservice architectures, developers can face significant problems understanding the structure of the system and how the different microservices interact. This difficulty results from the distributed nature of the system, and the abundance of inter-service communication within the architecture. We want to determine if network visualisations can address these problems given their ability to convey complex topologies. However, to identify what architectural characteristics should be visualised, and how this should be done, we must first determine the needs of microservice developers. This paper identifies and presents the impact and frequency of problems faced by a cohort of microservice developers using the results of an online survey. Our findings indicate that the most frequent problems were topology related and the highest impact problems were those related to system faults and data structures. Our results support the use of network visualisations to address microservice development problems and provide context that will allow future visualisations of any type to better address these problems.",Microservices;development problems;documentation;microservice visualisation
IEEE,conferencePaper,2023,What's in a Name? Linear Temporal Logic Literally Represents Time Lines,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Linear Temporal Logic (LTL) is arguably the most popular specification language for formal verification of safety-critical systems. However, LTL formulas can be unintuitive and error- prone for human practitioners to specify and validate. Meanwhile, drawing timelines remains one of the most popular methods for specifying and validating requirements for indus-trial system designs, such as in aerospace operational concepts. Therefore, we provide a new timeline tool for visualizing LTL specifications as timelines, providing provably-correct, intuitive equivalents between these two specification formats. Our tool generates timeline visualizations by translating LTL formulas to intermediate representations as Buchi automata and then regular expressions, and finally simplifying and visualizing the expressions. We provide an algorithm for this visualization, a theoretical soundness analysisâ€ and an implementation.",Modal and Temporal Logics;Logic and Verification;Regular languages
IEEE,conferencePaper,2023,Understanding the NPM Dependencies Ecosystem of a Project Using Virtual Reality,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Modern JavaScript development relies heavily on using Node Package Manager (NPM) modules. These modules are related by dependency relationships, possibly requiring dozens or hundreds of modules to build a complete JavaScript web application. Studying dependencies, in terms of their sustainability, vulnerability, size, defects, etc., is fundamental for the deployment and maintenance of JavaScript web applications. We use a 3D metaphor based on presenting dependencies as an â€œelevated cityâ€, mapping both dependency relationships and characteristics of interest of each module. We developed a VR (virtual reality) scene representing the dependencies of several web applications using the elevated city metaphor, and exposed industrial experts to it to check its suitability. They explored a medium-sized project, with more than 200 dependencies, sharing their insights. The results highlight different aspects of our approach and how the combination of metrics helps experts to obtain insights from the ecosystem. The feedback shows the usefulness of the visualization to check and explore several aspects of the dependencies of an application, helping to identify problems related to maintainability, license usage, or vulnerabilities, and to design strategies to address them.",virtual reality;elevated city;software visualization;ecosystem;npm dependencies
IEEE,conferencePaper,2023,DGT-AR: Visualizing Code Dependencies in AR,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Analyzing source code dependencies between components within a program is an essential activity in software development. While various software visualization tools have been proposed to aid in this activity, most are limited to desktop applications. As a result, the potential impact of augmented reality (AR) on improving dependency analysis remains largely unexplored. In this paper, we present DGT-AR, a node-link visualization tool for code dependencies in immersive augmented reality. DG T-AR extends the physical screen space of IDEs to the infinite virtual space. That is, developers neither have to sacrifice screen space nor leave the IDE and use third-party applications. We present the preliminary results of a pilot user study along with four key lessons learned. Additionally, we have made DGT-AR publicly available.",software quality;software visualization;augmented reality;software dependencies
IEEE,conferencePaper,2023,iTrace-Visualize: Visualizing Eye-Tracking Data for Software Engineering Studies,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"iTrace is community infrastructure that allows software engineering researchers to conduct eye-tracking studies on large realistic code bases. The iTrace infrastructure consists of a set of tools that assist with gathering, processing, and evaluating eye-tracking data on large software projects within an Integrated Development Environment (IDE). A typical eye-tracking study results in millions of raw gazes that are overwhelming to view and sort through. To help researchers view and comprehend this data, iTrace-Visualize is presented. This tool integrates information produced by the iTrace infrastructure into a dynamic video recording of the eye-tracking session. Eye fixations and the scan path between fixations are overlayed on the video. Additionally, the line being examined can be highlighted in the video. iTrace-Visualize lets a researcher replay eye fixations via a video overlay immediately after a study. This serves as quick validation of what was done during the study and can also provide quick insights into what the participants looked at. To illustrate iTrace-Visualize's capabilities, a small preliminary study is performed. Demo Video-https://youtu.be/c1hUFDmBM50",eye tracking;fixations;pipeline
IEEE,conferencePaper,2023,Author Index,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,,
IEEE,conferencePaper,2022,Title Page I,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Presents the front cover, title page, cover page, or splash screen of the proceedings record.",
IEEE,conferencePaper,2022,Title Page III,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Presents the front cover, title page, cover page, or splash screen of the proceedings record.",
IEEE,conferencePaper,2022,Copyright,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,Presents the copyright information for the conference. May include reprint permission information.,
IEEE,conferencePaper,2022,Table of Contents,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,Presents the conference table of contents.,
IEEE,conferencePaper,2022,Message from the General Chair and Program Co-Chairs,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Presents the conference keynote speech, welcome speech, plenary speech, or messages from conference chairs.",
IEEE,conferencePaper,2022,Organizing Committee,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Lists the conference organizers, sponsors, patrons, speakers, and/or committee members.",
IEEE,conferencePaper,2022,Program Committee,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Lists the conference organizers, sponsors, patrons, speakers, and/or committee members.",
IEEE,conferencePaper,2022,Steering Committee,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Lists the conference organizers, sponsors, patrons, speakers, and/or committee members.",
IEEE,conferencePaper,2022,Making Systems Explainable,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"What makes software systems explainable?As we develop and maintain software, we have questions to ask about the code, but piecing together the answers remains hard. The main interface the classical IDE offers is a text editor for the source code. Code, documentation, and the running system are disconnected.In this keynote presentation, we will show how software systems can be made explainable with the help of three interacting technologies: (i) live notebooks that can be used to create narratives that link documentation, source code, and running applications, (ii) example methods that not only perform tests, but produce live examples that can be used within narratives, to explain use cases, scenarios and features, and (iii) a moldable inspector that can be easily extended with live custom views to answer domain-specific questions about software systems.With the help of running examples we will show in the keynotes presentation how these technologies work together to provide a radically different kind of development experience.",Smalltalk;program comprehension;notebooks;testing;debugging
IEEE,conferencePaper,2022,ViSRE: A Unified Visual Analysis Dashboard for Proactive Cloud Outage Management,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Efficient outage detection and remediation is crucial for effectively operating cloud computing systems. To remediate outages, system engineers must quickly identify the causal relationships between metrics and correlate events across multiple monitoring tools. In practice, this process largely remains reactive due to the complexity and general lack of interpretability within such monitoring environments. This work presents ViSRE: an integrated visual analytics system that integrates causal and predictive models with interactive visualizations to aid in proactive cloud outage management. We develop enhanced node representations for our causal graph representation to support system engineers in performing root cause analysis and reasoning about causality chains in multi-dimensional temporal data. We report the results of a quantitative assessment of the proposed predictive models, which show good performance guarantees. To evaluate and refine our system, we conduct a study with six cloud system engineers who verify that our proposed techniques can support proactive cloud maintenance by intuitively displaying temporal relationships between predicted and raw data. By correlating and presenting data from disparate sources, ViSRE also reduces context switching costs and reduces the time spent on manually correlating events during remediation of time-critical outages.",Cloud Outage Prediction;Root Cause Analysis;Software Visualization
IEEE,conferencePaper,2022,How Does This New Developer Test Fit In? A Visualization to Understand Amplified Test Cases,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Developer testing, the practice of software engineers programmatically checking that their own components behave as they expect, has become the norm in todayâ€™s software projects. With the constantly growing size and complexity of software projects and with the rise of automated test generation tools, understanding a test case is becoming more and more important compared to writing test cases from scratch.This holds especially in the area of developer-centric test amplification, where a tool automatically generates new test cases to improve a developer-maintained test suite. To investigate how visualization can help developers understand and judge test cases, we present the TESTIMPACTGRAPH, a visualization of the call tree and coverage impact of a JUnit test case proposed for amplification. It empowers the developer to drill down into the behavior of a test case, as well as providing them a clear view on how the proposed test case contributes to the coverage of the overall test suite. In a think-aloud study we investigate which information developers seek from the TESTIMPACTGRAPH, how its features can support them in accessing this information, and observations regarding the coverage impact of test cases. We infer ten actionable recommendations on how developer tests can be visualized to help developers understand their behavior and impact.",Software Testing;Test Amplification;Test Review;Test Visualization;Test Understanding
IEEE,conferencePaper,2022,A New Generation of CLASS BLUEPRINT,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"In object-oriented programming, classes are the primary abstraction mechanism used by and exposed to developers. Understanding classes is key for the development and evolution of object-oriented applications. The fundamental problem faced by developers is that while classes are intrinsically structured entities, in IDEs they are represented as a blob of text. The idea behind the original CLASS BLUEPRINT visualization was to represent the internal structure of classes in terms of fields, their accesses, and the method call flow. Additional information was depicted using colors. The thus created visualization proved to be an effective means to support program comprehension. However, a number of omissions rendered it only partially useful.We propose CLASS BLUEPRINT V2 (in short BLUEPRINTV2), which in addition to the information depicted by CLASS BLUEPRINT also supports dead code identification, methods under tests, and calling relationships between class and instance level methods. In addition, BLUEPRINTV2 enhances the understanding of fields by showing how fields of super/subclasses are accessed. We present the enhanced visualization and report on a first validation with 26 developers and 18 projects.",Visualization;program comprehension;code quality
IEEE,conferencePaper,2022,"Domain-Centered Support for Layout, Tasks, and Specification for Control Flow Graph Visualization",VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Computing professionals in areas like compilers, performance analysis, and security often analyze and manipulate control flow graphs (CFGs) in their work. CFGs are directed networks that describe possible orderings of instructions in the execution of a program. Visualizing a CFG is a common activity in developing or debugging computational approaches that use them. However, general graph drawing layouts, including the hierarchical ones frequently applied to CFGs, do not capture CFG-specific structures or tasks and thus the resulting drawing may not match the needs of their audience, especially for more complicated programs. While several algorithms offer flexibility in specifying the layout, they often require expertise with graph drawing layouts and primitives that these potential users do not have. To bring domain-specific CFG drawing to this audience, we develop CFGConf, a library designed to match the abstraction level of CFG experts. CFGConf provides a JSON interface that produces drawings that can stand-alone or be integrated into multi-view visualization systems. We developed CFGConf through an interactive design process with experts while incorporating lessons learned from previous CFG visualization systems, a survey of CFG drawing conventions in computing systems conferences, and existing design principles for notations. We evaluate CFGConf in terms of expressiveness, usability, and notational efficiency through a user study and illustrative examples. CFG experts were able to use the library to produce the domain-aware layouts and appreciated the task-aware nature of the specification.",control flow graphs;graph drawing;visualization systems and tools;human-centered computing
IEEE,conferencePaper,2022,Visualizing Code Smells: Tables or Code Cities? A Controlled Experiment,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"This paper presents a study in which we compared the visualization of code smells in Code Cities with classical tabular representations. We conducted a controlled experiment with 20 participants who had to solve six tasks in both environments. We evaluated the results of our experiment statistically and came to the following conclusions: In four tasks the completion time was significantly lower when using Code Cities (the remaining two tasks did not show any statistically significant differences for any of the two environments). Also, the perceived effort was significantly lower in three tasks when the participants used Code Cities over the tabular representation (again, the remaining tasks did not show any statistically significant differences). However, with regard to the perceived usability (which was measured across all tasks) and the correctness of the supplied answers, the tabular representation performed better. In particular, in two tasks the correctness was significantly better in the tabular environment and in one task the correctness was significantly better in the Code Cities environment. Based on our results, our verdict is as follows: Code Cities are better suited to get a quick overview of the code smells of a software, whereas tabular representations are better suited to analyze code smells in more detail.Experiment data, evaluation scripts and supplemental material: https://github.com/uni-bremen-agst/VISSOFT2022/archive/ refs/tags/1.0.0.zip (see README.md in the ZIP archive)",software visualization;code cities;tabular representation;code smells;controlled experiment
IEEE,conferencePaper,2022,Edge Animation in Software Visualization,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"An important aspect in software visualization is the visualization of relations between elements. Examples include function calls across source-code files, software clones, and the like. A popular means of visualizing such relations are edges depicted as lines visually connecting the related elements. To diminish the visual clutter that can occur when drawing a large number of edges, hierarchical edge bundles, based on B-Splines, have proven suitable. In addition to a purely static view of software, animations, both of the elements and the edges, can contribute to the usability of a visualization by making changes easier to track for users. In this paper we discuss how B-Splines can be used as a basis for a variety of edge layouts and how edges represented as B-Splines can be animated using B-Spline morphing. We also discuss the challenges of morphing B-Splines, especially of those whose shape does not result solely from the positions of the connected elements (e.g., straight lines), but whose structure depends on multiple aspects (e.g., hierarchical edge bundles) and provide a solution to make arbitrary B-Splines compatible for morphing. The practicality of edge animation is demonstrated by use cases which we already implemented or plan to implement in the future in our software visualization tool SEE.Supplemental material: https://github.com/tinyspline/vissoft2022/archive/refs/tags/1.0.0.zip (see README.md in the zip archive)",software visualization;hierarchical edge bundles;b-splines;spline morphing;edge animation
IEEE,conferencePaper,2022,Collaborative Software Visualization for Program Comprehension,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"In the context of program comprehension, learning and working in teams, e.g., via pair programming, shared documentation, and discussions, can facilitate the comprehension tasks. So far, team collaboration is a relatively unexplored aspect in software visualizations, in particular approaches which are designed and explored to enable collaborative program comprehension.In this paper, we introduce our collaboratively usable software visualization environment for program comprehension. Related approaches are often limited to single-user modes, therefore neglect the advantages of multi-user collaboration, or allow only the use of a single type of device. Our approach addresses this topic and allows users to collaboratively explore software visualizations in a device-heterogeneous environment. User events, e.g., sharable pop-up information windows, are synchronized between each session participant, regardless of the employed device.To the best of our knowledge, this is one of the first approaches that combines on-screen, virtual reality, and augmented reality modes in a single web-based SV tool for program comprehension. We conducted a user study to collect initial results regarding the perceived usefulness and enjoyment of co-explored software cities In that study, 20 participants collaboratively solved program comprehension tasks while using each mode consecutively. The results indicate that the majority of participants find our approach useful and enjoyable, with AR being the least favored mode. We provide each participantâ€™s video recording, the studyâ€™s raw results, Jupyter Notebooks, and all steps to reproduce our evaluation as supplementary package. Furthermore, a live demo of our tool is available online.1 We invite other researchers to extend our open-source software and jointly research this novel approach.Video URL: https://youtu.be/MYAkRMWLVD8",program comprehension;software visualization;collaboration;software as a service;extended reality
IEEE,conferencePaper,2022,IDEvelopAR: A Programming Interface to enhance Code Understanding in Augmented Reality,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"During software maintenance developers spend a considerable amount of time on tasks like navigating, identifying required code locations or tracing various call hierarchies. The classical tabbed interfaces, as found in modern IDEs, are not ideal for such tasks, leading to an inefficient workflow containing many context switches. Therefore, several programming environments, like Code Bubbles, were proposed to overcome these issues by allowing users to freely arrange code fragments on a canvas to make relations more explicit and better understand the codebase. Relations are made explicit using visual links or extra space between groups of code fragments. As a consequence, these approach quickly run out of screen space. In this paper, we present IDEVELOPAR, a tool to enhance code understanding in augmented reality. Due to the use of AR, a user is not restricted anymore by limited display sizes and can use the entire physical space as a workspace for placing and grouping code fragments as well as making changes to the codebase. First, we introduce the views and interactive functionalities of our tool. Next, we illustrate the usefulness of the tool by navigating an example program to locate and fix a bug. Finally, we briefly discuss the results of a cognitive walk-through using the cognitive dimension framework as well as a formative user study to identify potential usability problems. Moreover, in this study the participants also mentioned several advantages of our approach over the classical one. Furthermore, we found that over time the participants developed their own placement strategies.",augmented reality;programming tool;program comprehension;code navigation
IEEE,conferencePaper,2022,Improving the Comprehension of Evolving Graphical Models,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Context: Modeling industrial systems is mostly done collaboratively. In such a scenario, a model is modified by multiple people over a possibly long period of time. In consequence, modelers have to be able to understand a modelâ€™s evolution and, in particular, what elements of a model have changed, how, why, when, and by whom. Objective: We derive six distinct user goals and systematically design a graphical modeling languageagnostic set of tools that support users in achieving these goals. Method: We implement those tools and integrate them into an existing graphical modeling tool for technology roadmaps. To measure the toolsâ€™ usability, we conducted a mixed-methods study with participants of different levels of experience. With the set of developed tools at hand, in different scenarios, participants had to answer several questions regarding the evolution of a model. Results: The SUS score for assessing usability ranged from 80 to 95, indicating good to excellent usability. Task completeness (measured per scenario) ranged from 92% to 100%. Further, participants emphasized the added value of the tools while completing the scenarios. Conclusion: Although participants stated that the set of tools can be classified as expert tools, the developed tools achieve the goal of enabling users to comprehend changes made by others and trace the impacts of operations.",model evolution;graphical modeling;collaborative modeling;model explainability
IEEE,conferencePaper,2022,Visualizing Memory Consumption with Vismep,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Detecting and repairing memory issues is still a challenging task. One reason is that understanding a program's memory usage involves a diverse and related set of dynamic and static aspects. Over the years, multiple tools have been proposed to assist practitioners in these activities. However, detailed information about how a tool helps users when analyzing memory usage is missing.This article introduces Vismep, an interactive visualization prototype to help programmers analyze Python applications' memory usage, and presents an exploratory study to understand the behavior and perception of users when using Vismep. As a result, we reported five information needs when participants analyze memory consumption and how they use Vismep to satisfy these needs. Besides, participants positively perceived Vismep due to their valuable views and high overall usability.",
IEEE,conferencePaper,2022,Utilizing Software Architecture Recovery to Explore Large-Scale Software Systems in Virtual Reality,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"Exploring an unfamiliar large-scale software system is challenging, especially when based solely on source code. While software visualizations help in gaining an overview of a system, they generally neglect architecture knowledge in their representations, e.g., by arranging elements along package structures rather than functional components or locking users in a specific abstraction only slightly above the source code. In this paper, we introduce an automated approach for software architecture recovery and use its results in an immersive 3D virtual reality software visualization to aid accessing and relating architecture knowledge. We further provide a semantic zoom that allows a user to access and relate information both horizontally on the same abstraction level, e.g., by following method calls, and vertically across different abstraction levels, e.g., from a class to its containing component. We evaluate our contribution in a controlled experiment contrasting the usefulness regarding software exploration and comprehension of our concepts with those of the established CityVR visualization and the Eclipse IDE.",Software Visualization;Virtual Reality;Software Architecture Recovery;Empirical Software Engineering
IEEE,conferencePaper,2022,Git-Truck: Hierarchy-Oriented Visualization of Git Repository Evolution,VISSOFT - International Workshop on Visualizing Software for Understanding and Analysis,B,"The assessment of repository evolution is particularly complex when one needs to analyze both 1) how the codebase is organized hierarchically and 2) how this codebase evolves over time. To address this problem, we developed Git Truck, a visualization tool that includes multiple views for the analysis of the evolution of hierarchically organized Git repositories. We conducted a preliminary user evaluation with 18 participants who, using a remote and asynchronous method, installed Git Truck, used it, and filled in a questionnaire to report their experience and impressions. We learned that participants consider particularly useful views that help them with understanding the contribution level of team members and views that highlight the parts of the system that change the most. The participants see Git Truck as a highly specialized tool; not for daily use but rather for a lower frequency of use.",
